176,207,750
157,415,33
801,965,435
764,576,885
535,420,111
880,219,260
19,52,547
988,576,899
488,654,363
241,668,6
222,441,636
573,264,954
732,257,161
778,557,210
574,909,712
666,442,335
400,814,906
658,657,900
428,817,312
702,8,609
479,321,526
417,218,298
235,650,10
577,836,424
923,597,833
148,177,77
811,75,367
989,265,341
363,754,174
442,317,781
565,78,148
216,646,547
326,416,562
359,632,263
1000,55,708
347,246,1000
513,717,873
167,65,813
940,522,837
122,127,302
662,83,417
822,72,383
161,203,718
760,764,551
405,308,364
593,286,552
405,742,245
602,326,86
528,798,355
935,263,521
859,617,740
415,689,586
370,533,947
467,778,615
603,405,655
446,676,737
477,702,773
670,30,801
725,64,142
45,969,14
811,144,478
273,751,708
213,523,413
520,884,447
846,143,398
350,565,465
123,636,639
801,183,693
597,853,209
591,659,901
713,102,989
322,916,190
338,913,274
697,905,781
326,512,601
490,841,602
501,296,674
922,484,511
899,716,564
260,722,937
899,803,496
475,287,325
732,300,883
764,847,836
738,725,502
590,798,725
406,666,249
782,292,542
814,500,89
914,111,9
842,581,603
880,99,375
213,569,971
864,91,515
409,172,481
442,585,437
633,625,266
169,971,944
118,923,532
510,657,385
170,117,752
452,94,37
655,6,921
327,785,84
565,28,721
167,129,681
508,117,484
320,187,28
415,667,586
329,743,67
782,903,267
107,739,653
52,810,1
458,33,493
636,884,626
181,22,563
577,613,873
771,609,709
847,781,163
477,594,917
229,939,46
468,134,993
987,765,784
519,2,731
625,336,798
434,160,955
232,9,219
277,930,432
506,370,370
369,890,600
92,510,368
505,476,944
232,999,542
956,715,152
112,935,953
